ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
494,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,306",41.18,31.02,23.11,86
498,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,331",41.15,30.99,23.09,86
502,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,397",41.28,30.91,23.03,86
506,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,243",41.28,31.09,23.17,86
510,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,335",41.15,30.98,23.08,86
514,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,280",40.58,31.05,23.13,86
518,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,202",40.58,31.14,23.20,86
522,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,346",40.86,30.97,23.08,86
526,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,008",40.77,31.39,23.39,86
530,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,361",40.77,30.95,23.06,86
534,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,108",40.77,31.26,23.30,86
538,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,239",40.67,31.10,23.17,86
542,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,336",41.25,30.98,23.08,86
546,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,124",40.70,31.24,23.28,86
550,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,129",41.02,31.24,23.28,86
554,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,349",40.77,30.97,23.08,86
558,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,202",41.12,31.15,23.21,86
562,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,315",41.25,31.01,23.11,86
566,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,180",40.93,31.18,23.23,86
570,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,201",40.67,31.15,23.21,86
574,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,323",40.90,31.00,23.10,86
578,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,130",40.70,31.24,23.28,86
582,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,349",41.34,30.97,23.07,86
586,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,195",40.99,31.15,23.21,86
590,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,302",40.90,31.03,23.12,86
310,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,   16","  128,    1,    1","10,959",18.53,9.39,13.62,86
465,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,359",36.48,36.37,48.10,86
469,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,224",36.61,36.59,48.40,86
473,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,687",36.90,35.84,47.41,86
477,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,540",36.64,36.08,47.71,86
481,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,478",36.74,36.18,47.86,86
485,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,371",36.45,36.35,48.07,86
489,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,293",36.96,36.48,48.25,86
493,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,248",36,36.55,48.34,86
497,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,850",36.70,35.59,47.07,86
501,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,153",36.29,36.71,48.54,86
505,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,449",37.18,36.22,47.91,86
509,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,121",36.16,36.76,48.63,86
513,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,827",36.86,35.62,47.10,86
517,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,669",36.67,35.88,47.45,86
521,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,324",37.18,36.43,48.17,86
525,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,208",36.80,36.62,48.43,86
529,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,418",36.58,36.27,47.96,86
533,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,308",36.93,36.45,48.21,86
537,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,281",36.38,36.49,48.27,86
541,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,823",36.93,35.63,47.13,86
545,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,660",36.48,35.89,47.46,86
549,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,638",37.06,35.92,47.50,86
553,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,683",36.74,35.86,47.42,86
557,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,345",37.15,36.40,48.15,86
561,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,427",36.48,36.25,47.95,86
565,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,669",36.86,35.87,47.44,86
569,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,235",37.06,36.57,48.35,86
573,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,668",36.64,35.88,47.45,86
577,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,738",36.70,35.76,47.29,86
581,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,108",36.45,36.78,48.63,86
585,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,385",37.12,36.33,48.03,86
589,2,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,   12,    1","  128,    1,    1","22,758",37.50,35.73,47.25,86
596,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,834",21.98,24.04,35.03,86
599,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,920",21.82,23.88,34.81,86
602,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,939",21.86,23.84,34.75,86
605,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,885",22.05,23.94,34.88,86
608,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,906",21.89,23.90,34.83,86
611,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,904",21.86,23.91,34.83,86
614,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,918",21.86,23.89,34.80,86
617,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,866",21.70,23.99,34.96,86
620,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,931",21.89,23.86,34.77,86
623,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,986",21.92,23.77,34.64,86
626,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,954",22.02,23.82,34.71,86
629,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,944",22.02,23.84,34.74,86
632,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,990",21.95,23.75,34.61,86
635,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,897",21.82,23.92,34.86,86
638,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,937",21.92,23.85,34.76,86
641,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,931",21.92,23.86,34.77,86
644,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,949",21.82,23.83,34.72,86
647,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,874",21.89,23.97,34.93,86
650,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,909",21.86,23.90,34.82,86
653,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","13,002",21.86,23.74,34.60,86
656,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,885",21.92,23.94,34.89,86
659,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,854",21.98,24.00,34.99,86
662,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,882",21.95,23.96,34.91,86
665,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,994",21.98,23.75,34.62,86
668,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,924",21.79,23.87,34.80,86
671,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,895",21.89,23.92,34.86,86
674,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,974",21.95,23.78,34.66,86
677,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,927",21.95,23.87,34.78,86
680,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,961",21.98,23.81,34.71,86
683,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,997",21.95,23.74,34.59,86
686,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,945",21.89,23.83,34.75,86
689,3,ampere_sgemm_32x32_sliced1x4_tn,ampere_sgemm_32x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    8,    3,    8","  128,    1,    1","12,952",21.82,23.82,34.71,86
5,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,254",19.36,22.48,23.17,82
8,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,252",19.30,22.48,23.17,82
11,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,250",19.30,22.49,23.19,82
14,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,255",19.36,22.48,23.17,82
17,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,275",19.39,22.44,23.14,82
20,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,273",19.36,22.44,23.14,82
23,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,250",19.36,22.49,23.19,82
26,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,252",19.33,22.48,23.18,82
29,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,317",19.55,22.36,23.05,82
32,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,267",19.33,22.45,23.15,82
35,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,250",19.62,22.49,23.19,82
38,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,277",19.30,22.44,23.14,82
41,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,253",19.62,22.48,23.18,82
44,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,251",19.39,22.49,23.18,82
47,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,278",19.36,22.43,23.13,82
50,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,258",19.46,22.47,23.17,82
53,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,273",19.39,22.44,23.14,82
56,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,258",19.39,22.47,23.17,82
59,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,260",19.36,22.47,23.16,82
62,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,250",19.49,22.49,23.19,82
65,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,267",19.42,22.45,23.14,82
68,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,267",19.55,22.45,23.15,82
71,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,235",19.39,22.52,23.22,82
74,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,262",19.46,22.46,23.16,82
77,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,267",19.46,22.46,23.16,82
80,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,294",19.42,22.40,23.09,82
83,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,259",19.33,22.47,23.16,82
86,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,248",19.33,22.49,23.19,82
89,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,328",19.39,22.33,23.02,82
