ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
92,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,258",19.39,22.47,23.17,82
95,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,252",19.42,22.49,23.18,82
98,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    9,    3,    3","  256,    1,    1","11,251",19.39,22.48,23.18,82
104,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,709",40.10,40.30,33.78,82
107,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,854",40.16,40.06,33.58,82
110,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,744",40.32,40.24,33.74,82
113,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,726",40.06,40.28,33.76,82
116,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,791",40.19,40.17,33.67,82
119,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,809",40.29,40.14,33.64,82
122,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,735",40.45,40.26,33.75,82
125,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,783",40.35,40.18,33.68,82
128,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,763",40.16,40.22,33.71,82
131,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,813",40.19,40.13,33.64,82
134,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,789",40.26,40.18,33.67,82
137,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,865",40.06,40.05,33.57,82
140,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,801",40.10,40.16,33.66,82
143,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,851",40.10,40.08,33.59,82
146,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,798",40.19,40.16,33.66,82
149,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,762",40.13,40.22,33.72,82
152,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,746",40.22,40.25,33.73,82
155,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,732",40.26,40.27,33.75,82
158,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,866",40.10,40.06,33.57,82
161,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,721",40.06,40.29,33.77,82
164,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,762",40.13,40.22,33.71,82
167,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,722",40.19,40.28,33.76,82
170,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,761",40.32,40.22,33.71,82
173,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,942",40.10,39.93,33.47,82
176,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,812",40.38,40.13,33.63,82
179,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,788",40.26,40.18,33.68,82
182,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,713",40.13,40.30,33.78,82
185,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,711",40.10,40.30,33.77,82
188,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,821",40.22,40.13,33.64,82
191,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,784",40.45,40.18,33.68,82
194,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,754",40.32,40.23,33.72,82
197,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,   12,    4","  256,    1,    1","24,850",40.54,40.08,33.59,82
202,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,224",66.02,60.27,43.02,82
205,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","40,996",66.27,60.60,43.25,82
208,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","40,926",65.76,60.71,43.33,82
211,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,273",65.54,60.20,42.97,82
214,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","40,919",65.73,60.72,43.34,82
217,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","40,919",66.34,60.72,43.34,82
220,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,269",65.66,60.20,42.97,82
223,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,407",65.98,60.00,42.83,82
226,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,224",66.05,60.27,43.02,82
229,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,325",65.86,60.12,42.91,82
232,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","40,910",65.73,60.73,43.34,82
235,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","40,959",65.95,60.66,43.30,82
238,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,048",66.08,60.53,43.20,82
241,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,225",65.86,60.27,43.01,82
244,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,161",65.89,60.37,43.09,82
247,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,020",65.86,60.57,43.23,82
250,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,430",65.47,59.97,42.80,82
253,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,216",66.05,60.28,43.03,82
256,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,239",65.92,60.24,43.00,82
259,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","40,841",65.70,60.83,43.42,82
262,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,098",66.14,60.46,43.15,82
265,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","40,931",65.76,60.71,43.33,82
268,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,021",65.95,60.57,43.23,82
271,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","40,832",66.05,60.85,43.43,82
274,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,103",65.70,60.45,43.14,82
277,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","40,997",65.70,60.60,43.25,82
280,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,035",65.79,60.55,43.21,82
283,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,139",65.92,60.40,43.11,82
286,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,019",65.89,60.57,43.23,82
289,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,159",65.41,60.37,43.09,82
292,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,027",65.38,60.56,43.22,82
295,3,ampere_sgemm_64x32_sliced1x4_nn,ampere_sgemm_64x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    3,    8,    4","  256,    1,    1","41,170",66.08,60.36,43.08,82
305,3,ampere_sgemm_64x32_sliced1x4_tn,ampere_sgemm_64x32_sliced1x4_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   20,    1,    7","  256,    1,    1","25,517",41.73,32.75,35.48,82
315,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   13,    1,    1","  256,    1,    1","3,701",7.94,0.33,1.25,32
316,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   13,    1,    1","  256,    1,    1","3,713",8.10,0.33,1.25,32
691,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   92,    1,    1","  256,    1,    1","4,010",8.29,2.18,3.53,32
692,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   92,    1,    1","  256,    1,    1","3,988",8.22,2.19,3.52,32
694,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  256,    1,    1","3,415",7.68,0.02,0.93,32
696,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 1296,    1,    1","  256,    1,    1","5,977",11.90,19.47,25.60,32
697,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 1296,    1,    1","  256,    1,    1","5,986",11.90,19.45,25.33,32
699,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    2,    1,    1","  256,    1,    1","3,439",8.03,0.05,0.99,32
701,2,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  256,    1,    1","9,349",17.06,31.29,42.91,32
702,2,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  256,    1,    1","9,321",17.25,31.38,43.28,32
704,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  256,    1,    1","3,432",7.74,0.03,0.95,32
706,2,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"46080,    1,    1","  256,    1,    1","78,970",126.14,47.68,67.07,32
707,2,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"46080,    1,    1","  256,    1,    1","79,145",125.98,47.58,66.94,32
709,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,    1,    1","  256,    1,    1","3,727",7.94,0.13,1.00,32
711,2,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 6400,    1,    1","  256,    1,    1","13,767",23.94,38.67,52.98,32
712,2,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 6400,    1,    1","  256,    1,    1","13,840",23.78,38.48,52.54,32
714,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,    1,    1","  256,    1,    1","3,477",7.68,0.14,1.06,32
716,2,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  500,    1,    1","  256,    1,    1","4,677",9.25,10.15,12.61,32
717,2,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  500,    1,    1","  256,    1,    1","4,681",9.15,10.14,12.56,32
719,3,axpy_kernel_val,"void axpy_kernel_val<float, float>(cublasAxpyParamsVal<T1, T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  256,    1,    1","3,100",7.26,0.02,1.03,32
1,3,gen_sequenced,"void gen_sequenced<curandStateXORWOW, float, int, &curand_uniform_noargs<curandStateXORWOW>, rng_config<curandStateXORWOW, (curandOrdering)101>>(T1 *, T2 *, unsigned long, unsigned long, T3)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   64,    1,    1","   64,    1,    1","4,391",8.61,1.51,5.29,32
3,3,gen_sequenced,"void gen_sequenced<curandStateXORWOW, float, int, &curand_uniform_noargs<curandStateXORWOW>, rng_config<curandStateXORWOW, (curandOrdering)101>>(T1 *, T2 *, unsigned long, unsigned long, T3)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   64,    1,    1","   64,    1,    1","4,432",8.48,1.49,5.41,32
0,3,generate_seed_pseudo,"void generate_seed_pseudo<rng_config<curandStateXORWOW, (curandOrdering)101>>(unsigned long long, unsigned long long, unsigned long long, curandOrdering, curandStateXORWOW *, unsigned int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   64,    1,    1","   64,    1,    1","256,490",401.25,4.68,4.83,32
2,3,generate_seed_pseudo,"void generate_seed_pseudo<rng_config<curandStateXORWOW, (curandOrdering)101>>(unsigned long long, unsigned long long, unsigned long long, curandOrdering, curandStateXORWOW *, unsigned int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   64,    1,    1","   64,    1,    1","256,959",401.15,4.67,4.82,32
693,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   92,    1,    1","  256,    1,    1","3,832",7.94,1.78,2.60,26
695,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  256,    1,    1","3,294",7.36,0.02,0.86,26
698,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 1296,    1,    1","  256,    1,    1","5,361",10.62,15.61,18.07,26
700,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    2,    1,    1","  256,    1,    1","3,343",7.39,0.04,0.88,26
703,2,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  256,    1,    1","8,104",14.62,24.13,31.41,26
705,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  256,    1,    1","3,252",7.36,0.02,0.89,26
708,2,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"46080,    1,    1","  256,    1,    1","64,950",103.39,37.04,50.72,26
710,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,    1,    1","  256,    1,    1","3,566",7.55,0.10,0.90,26
713,2,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 6400,    1,    1","  256,    1,    1","11,797",20.42,29.55,39.74,26
715,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,    1,    1","  256,    1,    1","3,327",7.36,0.11,0.98,26
718,2,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  500,    1,    1","  256,    1,    1","4,198",8.42,8.65,9.06,26
720,3,scal_kernel_val,"void scal_kernel_val<float, float>(cublasScalParamsVal<T1, T2>)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  256,    1,    1","2,951",6.91,0.02,0.98,26
6,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,565",11.04,6.34,8.87,32
9,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,601",11.14,6.31,8.74,32
12,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,768",11.14,6.12,8.47,32
15,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,750",11.14,6.14,8.54,32
18,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,745",11.26,6.15,8.55,32
21,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,726",11.20,6.17,8.61,32
24,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,592",11.04,6.31,8.82,32
